timestamp,tx,ty,tz,qx,qy,qz,qw,tag_count,reproj_error,tag_ids
1778586883.444085836,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586883.510556936,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586883.644071817,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586883.777637959,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586883.911366940,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586884.044535875,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586884.178087950,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586884.311504841,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586884.444852829,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586884.511657953,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586884.578504801,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586884.645502806,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586884.778620958,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586884.845425844,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586884.978801966,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586885.112277031,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586885.245764971,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586885.379289865,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586885.512677908,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586885.646091938,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586885.779469013,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586885.846345901,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586885.979637861,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586886.113217831,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586886.246717930,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586886.380117893,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586886.513666868,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586886.647255898,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586886.780586004,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586886.914213896,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586887.047540903,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586887.181187868,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586887.314523935,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586887.381385803,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586887.514951944,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586887.648288012,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586887.715137005,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586887.848403931,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586887.915266991,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586888.048522949,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586888.115365982,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586888.182235956,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586888.315445900,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586888.449008942,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586888.582253933,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586888.715883017,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586888.849325895,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586888.982975960,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586889.116355896,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586889.183043957,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586889.316386938,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586889.449870825,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586889.583488941,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586889.717079878,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
1778586889.850493908,0.0155861133736,-0.0827967092378,0.306587698705,-0.550937116882,0.147043517384,0.742734686761,0.3509867267,1,0.402881,2
